route_state,route_active,stable_tag_id,stable_count,route_action,handled_turn_tags,tag_corr_active,tag_corr_sent,tag_corr_raw_deg,tag_corr_cmd_deg,camera_x_offset_cm,agv_center_deviation_cm,tag_in_gate,tag_gate_dx_px,tag_gate_dy_px,tag_k_lat_deg_per_cm,tag_k_px_deg_per_px,tag_k_yaw,pending_turn_tag_id,pending_turn_command,turn_centered,turn_center_tolerance_px,turn_center_y_tolerance_px,turn_align_step_cm,turn_align_timeout_sec,move_rpm_command,pre_turn_slowdown_active,next_turn_tag_id,time_s,frame_index,tag_detected,tag_count,tag_id,lateral_offset_cm,lateral_offset_px,lateral_offset_norm,yaw_error_deg,raw_yaw_image_deg,center_x_px,center_y_px,tag_width_px,mega_time_s,mega_age_s,motion_state,last_command,mega_event,mega_heading_error_deg,mega_control_error_deg,mega_correction_rpm,mega_left_rpm,mega_right_rpm,mega_last_line
IDLE,0,1,1,,,0,0,,,0.000,0.009,1,0.999,24.427,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,0.005,1,1,1,1,0.009,0.999,0.00312,0.442,0.442,320.999,264.427,217.177,0.001,0.004,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,2,,,0,0,,,0.000,0.009,1,0.969,24.460,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,0.162,2,1,1,1,0.009,0.969,0.00303,0.449,0.449,320.969,264.460,217.206,0.001,0.161,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,3,,,0,0,,,0.000,0.009,1,0.979,24.455,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,0.204,3,1,1,1,0.009,0.979,0.00306,0.453,0.453,320.979,264.455,217.223,0.001,0.203,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,4,,,0,0,,,0.000,0.009,1,1.022,24.541,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,0.272,4,1,1,1,0.009,1.022,0.00319,0.437,0.437,321.022,264.541,217.269,0.001,0.271,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,5,,,0,0,,,0.000,0.008,1,0.895,24.169,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,0.340,5,1,1,1,0.008,0.895,0.00280,0.460,0.460,320.895,264.169,217.058,0.001,0.339,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,6,,,0,0,,,0.000,0.008,1,0.910,24.181,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,0.408,6,1,1,1,0.008,0.910,0.00284,0.451,0.451,320.910,264.181,217.040,0.001,0.407,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,7,,,0,0,,,0.000,0.009,1,0.980,24.497,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,0.472,7,1,1,1,0.009,0.980,0.00306,0.462,0.462,320.980,264.497,217.232,0.001,0.471,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,8,,,0,0,,,0.000,0.008,1,0.886,24.175,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,0.540,8,1,1,1,0.008,0.886,0.00277,0.452,0.452,320.886,264.175,217.028,0.001,0.539,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,9,,,0,0,,,0.000,0.009,1,1.001,24.498,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,0.608,9,1,1,1,0.009,1.001,0.00313,0.464,0.464,321.001,264.498,217.231,0.001,0.607,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,10,,,0,0,,,0.000,0.008,1,0.903,24.195,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,0.676,10,1,1,1,0.008,0.903,0.00282,0.462,0.462,320.903,264.195,217.019,0.001,0.675,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,11,,,0,0,,,0.000,0.009,1,0.974,24.493,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,0.740,11,1,1,1,0.009,0.974,0.00304,0.446,0.446,320.974,264.493,217.212,0.001,0.739,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,12,,,0,0,,,0.000,0.009,1,1.019,24.554,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,0.776,12,1,1,1,0.009,1.019,0.00318,0.443,0.443,321.019,264.554,217.265,0.001,0.775,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,13,,,0,0,,,0.000,0.009,1,0.997,24.477,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,0.844,13,1,1,1,0.009,0.997,0.00312,0.442,0.442,320.997,264.477,217.190,0.001,0.843,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,14,,,0,0,,,0.000,0.009,1,0.959,24.459,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,0.908,14,1,1,1,0.009,0.959,0.00300,0.460,0.460,320.959,264.459,217.203,0.001,0.907,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,15,,,0,0,,,0.000,0.009,1,0.978,24.482,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,0.976,15,1,1,1,0.009,0.978,0.00306,0.455,0.455,320.978,264.482,217.221,0.001,0.975,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,16,,,0,0,,,0.000,0.009,1,0.999,24.547,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,1.044,16,1,1,1,0.009,0.999,0.00312,0.444,0.444,320.999,264.547,217.246,0.001,1.043,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,17,,,0,0,,,0.000,0.009,1,0.972,24.457,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,1.112,17,1,1,1,0.009,0.972,0.00304,0.443,0.443,320.972,264.457,217.186,0.001,1.111,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,18,,,0,0,,,0.000,0.009,1,1.008,24.534,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,1.180,18,1,1,1,0.009,1.008,0.00315,0.447,0.447,321.008,264.534,217.263,0.001,1.179,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,19,,,0,0,,,0.000,0.008,1,0.895,24.210,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,1.244,19,1,1,1,0.008,0.895,0.00280,0.447,0.447,320.895,264.210,217.058,0.001,1.243,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,20,,,0,0,,,0.000,0.009,1,0.997,24.499,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,1.312,20,1,1,1,0.009,0.997,0.00312,0.447,0.447,320.997,264.499,217.197,0.001,1.311,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,21,,,0,0,,,0.000,0.009,1,0.973,24.482,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,1.380,21,1,1,1,0.009,0.973,0.00304,0.447,0.447,320.973,264.482,217.208,0.001,1.379,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,22,,,0,0,,,0.000,0.009,1,1.007,24.539,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,1.448,22,1,1,1,0.009,1.007,0.00315,0.445,0.445,321.007,264.539,217.241,0.001,1.447,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,23,,,0,0,,,0.000,0.009,1,0.971,24.478,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,1.516,23,1,1,1,0.009,0.971,0.00303,0.446,0.446,320.971,264.478,217.214,0.001,1.515,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,24,,,0,0,,,0.000,0.008,1,0.892,24.199,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,1.580,24,1,1,1,0.008,0.892,0.00279,0.446,0.446,320.892,264.199,217.041,0.001,1.579,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,25,,,0,0,,,0.000,0.009,1,0.973,24.486,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,1.648,25,1,1,1,0.009,0.973,0.00304,0.444,0.444,320.973,264.486,217.216,0.001,1.647,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,26,,,0,0,,,0.000,0.009,1,1.022,24.524,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,1.716,26,1,1,1,0.009,1.022,0.00319,0.450,0.450,321.022,264.524,217.256,0.001,1.715,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,27,,,0,0,,,0.000,0.009,1,1.024,24.526,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,1.784,27,1,1,1,0.009,1.024,0.00320,0.449,0.449,321.024,264.526,217.229,0.001,1.783,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,28,,,0,0,,,0.000,0.009,1,0.990,24.533,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,1.848,28,1,1,1,0.009,0.990,0.00309,0.448,0.448,320.990,264.533,217.244,0.001,1.847,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,29,,,0,0,,,0.000,0.009,1,1.007,24.460,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,1.916,29,1,1,1,0.009,1.007,0.00315,0.445,0.445,321.007,264.460,217.182,0.001,1.915,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,30,,,0,0,,,0.000,0.009,1,1.017,24.533,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,1.984,30,1,1,1,0.009,1.017,0.00318,0.442,0.442,321.017,264.533,217.273,0.001,1.983,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,31,,,0,0,,,0.000,0.009,1,0.964,24.474,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,2.052,31,1,1,1,0.009,0.964,0.00301,0.448,0.448,320.964,264.474,217.216,0.001,2.051,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,32,,,0,0,,,0.000,0.009,1,0.980,24.475,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,2.120,32,1,1,1,0.009,0.980,0.00306,0.446,0.446,320.980,264.475,217.191,0.001,2.119,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,33,,,0,0,,,0.000,0.010,1,1.041,24.560,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,2.184,33,1,1,1,0.010,1.041,0.00325,0.439,0.439,321.041,264.560,217.261,0.001,2.183,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,34,,,0,0,,,0.000,0.009,1,1.009,24.524,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,2.252,34,1,1,1,0.009,1.009,0.00315,0.433,0.433,321.009,264.524,217.246,0.001,2.251,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,35,,,0,0,,,0.000,0.009,1,0.986,24.469,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,2.320,35,1,1,1,0.009,0.986,0.00308,0.439,0.439,320.986,264.469,217.211,0.001,2.319,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,36,,,0,0,,,0.000,0.009,1,0.985,24.492,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,2.388,36,1,1,1,0.009,0.985,0.00308,0.443,0.443,320.985,264.492,217.213,0.001,2.387,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,37,,,0,0,,,0.000,0.009,1,0.977,24.484,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,2.452,37,1,1,1,0.009,0.977,0.00305,0.437,0.437,320.977,264.484,217.222,0.001,2.451,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,38,,,0,0,,,0.000,0.009,1,0.990,24.474,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,2.488,38,1,1,1,0.009,0.990,0.00309,0.450,0.450,320.990,264.474,217.191,0.001,2.487,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,39,,,0,0,,,0.000,0.008,1,0.888,24.171,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,2.556,39,1,1,1,0.008,0.888,0.00278,0.445,0.445,320.888,264.171,217.002,0.001,2.555,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,40,,,0,0,,,0.000,0.009,1,0.995,24.468,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,2.620,40,1,1,1,0.009,0.995,0.00311,0.450,0.450,320.995,264.468,217.170,0.001,2.619,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,41,,,0,0,,,0.000,0.009,1,0.984,24.482,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,2.688,41,1,1,1,0.009,0.984,0.00308,0.443,0.443,320.984,264.482,217.186,0.001,2.687,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,42,,,0,0,,,0.000,0.009,1,0.992,24.480,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,2.756,42,1,1,1,0.009,0.992,0.00310,0.439,0.439,320.992,264.480,217.186,0.001,2.755,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,43,,,0,0,,,0.000,0.008,1,0.905,24.218,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,2.824,43,1,1,1,0.008,0.905,0.00283,0.442,0.442,320.905,264.218,217.052,0.001,2.823,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,44,,,0,0,,,0.000,0.009,1,0.990,24.562,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,2.892,44,1,1,1,0.009,0.990,0.00309,0.450,0.450,320.990,264.562,217.250,0.001,2.891,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,45,,,0,0,,,0.000,0.008,1,0.893,24.203,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,2.956,45,1,1,1,0.008,0.893,0.00279,0.443,0.443,320.893,264.203,217.016,0.001,2.955,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,46,,,0,0,,,0.000,0.009,1,1.013,24.552,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,3.024,46,1,1,1,0.009,1.013,0.00317,0.443,0.443,321.013,264.552,217.259,0.001,3.023,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,47,,,0,0,,,0.000,0.009,1,0.975,24.495,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,3.092,47,1,1,1,0.009,0.975,0.00305,0.442,0.442,320.975,264.495,217.192,0.001,3.091,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,48,,,0,0,,,0.000,0.009,1,0.994,24.566,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,3.160,48,1,1,1,0.009,0.994,0.00311,0.445,0.445,320.994,264.566,217.252,0.001,3.159,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,49,,,0,0,,,0.000,0.009,1,0.989,24.468,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,3.228,49,1,1,1,0.009,0.989,0.00309,0.443,0.443,320.989,264.468,217.187,0.001,3.227,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,50,,,0,0,,,0.000,0.009,1,0.974,24.487,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,3.292,50,1,1,1,0.009,0.974,0.00304,0.456,0.456,320.974,264.487,217.206,0.001,3.291,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,51,,,0,0,,,0.000,0.009,1,0.998,24.523,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,3.360,51,1,1,1,0.009,0.998,0.00312,0.443,0.443,320.998,264.523,217.237,0.001,3.359,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,52,,,0,0,,,0.000,0.009,1,1.021,24.552,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,3.428,52,1,1,1,0.009,1.021,0.00319,0.447,0.447,321.021,264.552,217.247,0.001,3.427,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,53,,,0,0,,,0.000,0.009,1,1.005,24.522,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,3.496,53,1,1,1,0.009,1.005,0.00314,0.442,0.442,321.005,264.522,217.229,0.001,3.495,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,54,,,0,0,,,0.000,0.008,1,0.890,24.189,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,3.560,54,1,1,1,0.008,0.890,0.00278,0.445,0.445,320.890,264.189,217.038,0.001,3.559,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,55,,,0,0,,,0.000,0.009,1,0.988,24.476,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,3.628,55,1,1,1,0.009,0.988,0.00309,0.446,0.446,320.988,264.476,217.206,0.001,3.627,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,56,,,0,0,,,0.000,0.009,1,0.986,24.491,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,3.696,56,1,1,1,0.009,0.986,0.00308,0.438,0.438,320.986,264.491,217.180,0.001,3.695,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,57,,,0,0,,,0.000,0.009,1,0.968,24.479,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,3.764,57,1,1,1,0.009,0.968,0.00303,0.449,0.449,320.968,264.479,217.207,0.001,3.763,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,58,,,0,0,,,0.000,0.009,1,1.007,24.541,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,3.832,58,1,1,1,0.009,1.007,0.00315,0.443,0.443,321.007,264.541,217.217,0.001,3.831,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,59,,,0,0,,,0.000,0.009,1,0.998,24.487,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,3.896,59,1,1,1,0.009,0.998,0.00312,0.434,0.434,320.998,264.487,217.176,0.001,3.895,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,60,,,0,0,,,0.000,0.009,1,0.995,24.489,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,3.964,60,1,1,1,0.009,0.995,0.00311,0.437,0.437,320.995,264.489,217.214,0.001,3.963,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,61,,,0,0,,,0.000,0.009,1,0.991,24.478,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,4.032,61,1,1,1,0.009,0.991,0.00310,0.446,0.446,320.991,264.478,217.200,0.001,4.031,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,62,,,0,0,,,0.000,0.009,1,0.986,24.506,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,4.100,62,1,1,1,0.009,0.986,0.00308,0.441,0.441,320.986,264.506,217.207,0.001,4.099,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,63,,,0,0,,,0.000,0.009,1,0.980,24.479,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,4.164,63,1,1,1,0.009,0.980,0.00306,0.442,0.442,320.980,264.479,217.196,0.001,4.163,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,64,,,0,0,,,0.000,0.009,1,1.021,24.573,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,4.200,64,1,1,1,0.009,1.021,0.00319,0.445,0.445,321.021,264.573,217.265,0.001,4.199,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,65,,,0,0,,,0.000,0.009,1,1.024,24.549,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,4.268,65,1,1,1,0.009,1.024,0.00320,0.445,0.445,321.024,264.549,217.242,0.001,4.267,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,66,,,0,0,,,0.000,0.009,1,0.994,24.494,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,4.332,66,1,1,1,0.009,0.994,0.00311,0.438,0.438,320.994,264.494,217.169,0.001,4.331,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,67,,,0,0,,,0.000,0.009,1,1.004,24.540,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,4.400,67,1,1,1,0.009,1.004,0.00314,0.442,0.442,321.004,264.540,217.241,0.001,4.399,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,68,,,0,0,,,0.000,0.009,1,0.970,24.485,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,4.468,68,1,1,1,0.009,0.970,0.00303,0.439,0.439,320.970,264.485,217.228,0.001,4.467,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,69,,,0,0,,,0.000,0.009,1,0.975,24.493,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,4.536,69,1,1,1,0.009,0.975,0.00305,0.449,0.449,320.975,264.493,217.202,0.001,4.535,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,70,,,0,0,,,0.000,0.009,1,0.979,24.533,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,4.604,70,1,1,1,0.009,0.979,0.00306,0.440,0.440,320.979,264.533,217.238,0.001,4.603,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,71,,,0,0,,,0.000,0.009,1,1.000,24.513,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,4.668,71,1,1,1,0.009,1.000,0.00312,0.440,0.440,321.000,264.513,217.230,0.001,4.667,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,72,,,0,0,,,0.000,0.009,1,1.002,24.573,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,4.736,72,1,1,1,0.009,1.002,0.00313,0.443,0.443,321.002,264.573,217.274,0.001,4.735,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,73,,,0,0,,,0.000,0.009,1,1.001,24.512,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,4.804,73,1,1,1,0.009,1.001,0.00313,0.444,0.444,321.001,264.512,217.214,0.001,4.803,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,74,,,0,0,,,0.000,0.009,1,0.990,24.504,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,4.872,74,1,1,1,0.009,0.990,0.00309,0.442,0.442,320.990,264.504,217.211,0.001,4.871,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,75,,,0,0,,,0.000,0.009,1,0.982,24.502,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,4.940,75,1,1,1,0.009,0.982,0.00307,0.435,0.435,320.982,264.502,217.218,0.001,4.939,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,76,,,0,0,,,0.000,0.009,1,0.986,24.490,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,5.004,76,1,1,1,0.009,0.986,0.00308,0.433,0.433,320.986,264.490,217.199,0.001,5.003,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,77,,,0,0,,,0.000,0.009,1,1.017,24.592,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,5.072,77,1,1,1,0.009,1.017,0.00318,0.444,0.444,321.017,264.592,217.266,0.001,5.071,STOPPED,,EVT:READY,,,,,,EVT:READY
IDLE,0,1,78,,,0,0,,,0.000,0.008,1,0.908,24.241,-1.000,-0.020,0.000,,,1,15.000,25.000,1.000,8.000,,0,,5.140,78,1,1,1,0.008,0.908,0.00284,0.444,0.444,320.908,264.241,217.063,0.001,5.139,STOPPED,,EVT:READY,,,,,,EVT:READY
