time_s,frame_index,tag_detected,tag_count,tag_id,lateral_offset_cm,lateral_offset_px,lateral_offset_norm,yaw_error_deg,center_x_px,center_y_px,tag_width_px,mega_time_s,mega_age_s,motion_state,last_command,mega_event,mega_heading_error_deg,mega_control_error_deg,mega_correction_rpm,mega_left_rpm,mega_right_rpm,mega_last_line
10.523,260,0,0,,,,,,,,,10.443,0.080,MOVING,FORWARD,ACK:FORWARD,0.420,0.000,0.000,25.000,25.000,"TEL:H=0.42,E=0.00,C=0.00,L=25.00,R=25.00"
10.556,261,0,0,,,,,,,,,10.443,0.113,MOVING,FORWARD,ACK:FORWARD,0.420,0.000,0.000,25.000,25.000,"TEL:H=0.42,E=0.00,C=0.00,L=25.00,R=25.00"
10.591,262,0,0,,,,,,,,,10.443,0.148,MOVING,FORWARD,ACK:FORWARD,0.420,0.000,0.000,25.000,25.000,"TEL:H=0.42,E=0.00,C=0.00,L=25.00,R=25.00"
10.623,263,0,0,,,,,,,,,10.443,0.180,MOVING,FORWARD,ACK:FORWARD,0.420,0.000,0.000,25.000,25.000,"TEL:H=0.42,E=0.00,C=0.00,L=25.00,R=25.00"
10.655,264,0,0,,,,,,,,,10.643,0.012,MOVING,FORWARD,ACK:FORWARD,0.480,0.000,0.000,25.000,25.000,"TEL:H=0.48,E=0.00,C=0.00,L=25.00,R=25.00"
10.691,265,0,0,,,,,,,,,10.643,0.048,MOVING,FORWARD,ACK:FORWARD,0.480,0.000,0.000,25.000,25.000,"TEL:H=0.48,E=0.00,C=0.00,L=25.00,R=25.00"
10.723,266,0,0,,,,,,,,,10.643,0.080,MOVING,FORWARD,ACK:FORWARD,0.480,0.000,0.000,25.000,25.000,"TEL:H=0.48,E=0.00,C=0.00,L=25.00,R=25.00"
10.759,267,0,0,,,,,,,,,10.643,0.116,MOVING,FORWARD,ACK:FORWARD,0.480,0.000,0.000,25.000,25.000,"TEL:H=0.48,E=0.00,C=0.00,L=25.00,R=25.00"
10.791,268,0,0,,,,,,,,,10.643,0.148,MOVING,FORWARD,ACK:FORWARD,0.480,0.000,0.000,25.000,25.000,"TEL:H=0.48,E=0.00,C=0.00,L=25.00,R=25.00"
10.823,269,0,0,,,,,,,,,10.643,0.180,MOVING,FORWARD,ACK:FORWARD,0.480,0.000,0.000,25.000,25.000,"TEL:H=0.48,E=0.00,C=0.00,L=25.00,R=25.00"
10.859,270,0,0,,,,,,,,,10.845,0.014,MOVING,FORWARD,ACK:FORWARD,0.270,0.000,0.000,25.000,25.000,"TEL:H=0.27,E=0.00,C=0.00,L=25.00,R=25.00"
10.891,271,0,0,,,,,,,,,10.845,0.046,MOVING,FORWARD,ACK:FORWARD,0.270,0.000,0.000,25.000,25.000,"TEL:H=0.27,E=0.00,C=0.00,L=25.00,R=25.00"
10.927,272,0,0,,,,,,,,,10.845,0.082,MOVING,FORWARD,ACK:FORWARD,0.270,0.000,0.000,25.000,25.000,"TEL:H=0.27,E=0.00,C=0.00,L=25.00,R=25.00"
10.959,273,0,0,,,,,,,,,10.845,0.114,MOVING,FORWARD,ACK:FORWARD,0.270,0.000,0.000,25.000,25.000,"TEL:H=0.27,E=0.00,C=0.00,L=25.00,R=25.00"
10.991,274,0,0,,,,,,,,,10.845,0.146,MOVING,FORWARD,ACK:FORWARD,0.270,0.000,0.000,25.000,25.000,"TEL:H=0.27,E=0.00,C=0.00,L=25.00,R=25.00"
11.027,275,0,0,,,,,,,,,10.845,0.182,MOVING,FORWARD,ACK:FORWARD,0.270,0.000,0.000,25.000,25.000,"TEL:H=0.27,E=0.00,C=0.00,L=25.00,R=25.00"
11.059,276,0,0,,,,,,,,,11.047,0.013,MOVING,FORWARD,ACK:FORWARD,0.250,0.000,0.000,25.000,25.000,"TEL:H=0.25,E=0.00,C=0.00,L=25.00,R=25.00"
11.095,277,0,0,,,,,,,,,11.047,0.049,MOVING,FORWARD,ACK:FORWARD,0.250,0.000,0.000,25.000,25.000,"TEL:H=0.25,E=0.00,C=0.00,L=25.00,R=25.00"
11.129,278,0,0,,,,,,,,,11.047,0.082,MOVING,FORWARD,ACK:FORWARD,0.250,0.000,0.000,25.000,25.000,"TEL:H=0.25,E=0.00,C=0.00,L=25.00,R=25.00"
11.159,279,0,0,,,,,,,,,11.047,0.113,MOVING,FORWARD,ACK:FORWARD,0.250,0.000,0.000,25.000,25.000,"TEL:H=0.25,E=0.00,C=0.00,L=25.00,R=25.00"
11.195,280,0,0,,,,,,,,,11.047,0.149,MOVING,FORWARD,ACK:FORWARD,0.250,0.000,0.000,25.000,25.000,"TEL:H=0.25,E=0.00,C=0.00,L=25.00,R=25.00"
11.227,281,0,0,,,,,,,,,11.047,0.181,MOVING,FORWARD,ACK:FORWARD,0.250,0.000,0.000,25.000,25.000,"TEL:H=0.25,E=0.00,C=0.00,L=25.00,R=25.00"
11.263,282,0,0,,,,,,,,,11.248,0.016,MOVING,FORWARD,ACK:FORWARD,0.260,0.000,0.000,25.000,25.000,"TEL:H=0.26,E=0.00,C=0.00,L=25.00,R=25.00"
11.295,283,0,0,,,,,,,,,11.248,0.048,MOVING,FORWARD,ACK:FORWARD,0.260,0.000,0.000,25.000,25.000,"TEL:H=0.26,E=0.00,C=0.00,L=25.00,R=25.00"
11.327,284,0,0,,,,,,,,,11.248,0.080,MOVING,FORWARD,ACK:FORWARD,0.260,0.000,0.000,25.000,25.000,"TEL:H=0.26,E=0.00,C=0.00,L=25.00,R=25.00"
11.363,285,0,0,,,,,,,,,11.248,0.115,MOVING,FORWARD,ACK:FORWARD,0.260,0.000,0.000,25.000,25.000,"TEL:H=0.26,E=0.00,C=0.00,L=25.00,R=25.00"
11.397,286,0,0,,,,,,,,,11.248,0.150,MOVING,FORWARD,ACK:FORWARD,0.260,0.000,0.000,25.000,25.000,"TEL:H=0.26,E=0.00,C=0.00,L=25.00,R=25.00"
11.427,287,0,0,,,,,,,,,11.248,0.179,MOVING,FORWARD,ACK:FORWARD,0.260,0.000,0.000,25.000,25.000,"TEL:H=0.26,E=0.00,C=0.00,L=25.00,R=25.00"
11.463,288,0,0,,,,,,,,,11.451,0.012,MOVING,FORWARD,ACK:FORWARD,0.390,0.000,0.000,25.000,25.000,"TEL:H=0.39,E=0.00,C=0.00,L=25.00,R=25.00"
11.495,289,0,0,,,,,,,,,11.451,0.044,MOVING,FORWARD,ACK:FORWARD,0.390,0.000,0.000,25.000,25.000,"TEL:H=0.39,E=0.00,C=0.00,L=25.00,R=25.00"
11.531,290,0,0,,,,,,,,,11.451,0.080,MOVING,FORWARD,ACK:FORWARD,0.390,0.000,0.000,25.000,25.000,"TEL:H=0.39,E=0.00,C=0.00,L=25.00,R=25.00"
11.563,291,0,0,,,,,,,,,11.451,0.112,MOVING,FORWARD,ACK:FORWARD,0.390,0.000,0.000,25.000,25.000,"TEL:H=0.39,E=0.00,C=0.00,L=25.00,R=25.00"
11.595,292,0,0,,,,,,,,,11.451,0.144,MOVING,FORWARD,ACK:FORWARD,0.390,0.000,0.000,25.000,25.000,"TEL:H=0.39,E=0.00,C=0.00,L=25.00,R=25.00"
11.631,293,0,0,,,,,,,,,11.451,0.180,MOVING,FORWARD,ACK:FORWARD,0.390,0.000,0.000,25.000,25.000,"TEL:H=0.39,E=0.00,C=0.00,L=25.00,R=25.00"
11.663,294,0,0,,,,,,,,,11.651,0.012,MOVING,FORWARD,ACK:FORWARD,0.360,0.000,0.000,25.000,25.000,"TEL:H=0.36,E=0.00,C=0.00,L=25.00,R=25.00"
11.700,295,0,0,,,,,,,,,11.651,0.048,MOVING,FORWARD,ACK:FORWARD,0.360,0.000,0.000,25.000,25.000,"TEL:H=0.36,E=0.00,C=0.00,L=25.00,R=25.00"
11.731,296,0,0,,,,,,,,,11.651,0.080,MOVING,FORWARD,ACK:FORWARD,0.360,0.000,0.000,25.000,25.000,"TEL:H=0.36,E=0.00,C=0.00,L=25.00,R=25.00"
11.764,297,0,0,,,,,,,,,11.651,0.112,MOVING,FORWARD,ACK:FORWARD,0.360,0.000,0.000,25.000,25.000,"TEL:H=0.36,E=0.00,C=0.00,L=25.00,R=25.00"
11.799,298,0,0,,,,,,,,,11.651,0.148,MOVING,FORWARD,ACK:FORWARD,0.360,0.000,0.000,25.000,25.000,"TEL:H=0.36,E=0.00,C=0.00,L=25.00,R=25.00"
11.831,299,0,0,,,,,,,,,11.651,0.180,MOVING,FORWARD,ACK:FORWARD,0.360,0.000,0.000,25.000,25.000,"TEL:H=0.36,E=0.00,C=0.00,L=25.00,R=25.00"
11.867,300,0,0,,,,,,,,,11.853,0.015,MOVING,FORWARD,ACK:FORWARD,0.410,0.000,0.000,25.000,25.000,"TEL:H=0.41,E=0.00,C=0.00,L=25.00,R=25.00"
11.900,301,1,1,2,-0.751,-79.991,-0.24997,-179.121,240.009,206.387,319.650,11.853,0.047,MOVING,FORWARD,ACK:FORWARD,0.410,0.000,0.000,25.000,25.000,"TEL:H=0.41,E=0.00,C=0.00,L=25.00,R=25.00"
11.931,302,1,1,2,-0.757,-80.865,-0.25270,-179.079,239.135,261.418,320.308,11.853,0.079,MOVING,FORWARD,ACK:FORWARD,0.410,0.000,0.000,25.000,25.000,"TEL:H=0.41,E=0.00,C=0.00,L=25.00,R=25.00"
11.967,303,0,0,,,,,,,,,11.853,0.115,MOVING,FORWARD,ACK:FORWARD,0.410,0.000,0.000,25.000,25.000,"TEL:H=0.41,E=0.00,C=0.00,L=25.00,R=25.00"
12.002,304,0,0,,,,,,,,,11.853,0.149,MOVING,FORWARD,ACK:FORWARD,0.410,0.000,0.000,25.000,25.000,"TEL:H=0.41,E=0.00,C=0.00,L=25.00,R=25.00"
12.035,305,0,0,,,,,,,,,11.853,0.183,MOVING,FORWARD,ACK:FORWARD,0.410,0.000,0.000,25.000,25.000,"TEL:H=0.41,E=0.00,C=0.00,L=25.00,R=25.00"
12.067,306,0,0,,,,,,,,,12.055,0.012,MOVING,FORWARD,ACK:FORWARD,0.420,0.000,0.000,25.000,25.000,"TEL:H=0.42,E=0.00,C=0.00,L=25.00,R=25.00"
12.099,307,0,0,,,,,,,,,12.055,0.045,MOVING,FORWARD,ACK:FORWARD,0.420,0.000,0.000,25.000,25.000,"TEL:H=0.42,E=0.00,C=0.00,L=25.00,R=25.00"
12.135,308,0,0,,,,,,,,,12.055,0.080,MOVING,FORWARD,ACK:FORWARD,0.420,0.000,0.000,25.000,25.000,"TEL:H=0.42,E=0.00,C=0.00,L=25.00,R=25.00"
12.167,309,0,0,,,,,,,,,12.055,0.113,MOVING,FORWARD,ACK:FORWARD,0.420,0.000,0.000,25.000,25.000,"TEL:H=0.42,E=0.00,C=0.00,L=25.00,R=25.00"
12.203,310,0,0,,,,,,,,,12.055,0.149,MOVING,FORWARD,ACK:FORWARD,0.420,0.000,0.000,25.000,25.000,"TEL:H=0.42,E=0.00,C=0.00,L=25.00,R=25.00"
12.235,311,0,0,,,,,,,,,12.055,0.181,MOVING,FORWARD,ACK:FORWARD,0.420,0.000,0.000,25.000,25.000,"TEL:H=0.42,E=0.00,C=0.00,L=25.00,R=25.00"
12.267,312,0,0,,,,,,,,,12.256,0.011,MOVING,FORWARD,ACK:FORWARD,0.410,0.000,0.000,25.000,25.000,"TEL:H=0.41,E=0.00,C=0.00,L=25.00,R=25.00"
12.303,313,0,0,,,,,,,,,12.256,0.047,MOVING,FORWARD,ACK:FORWARD,0.410,0.000,0.000,25.000,25.000,"TEL:H=0.41,E=0.00,C=0.00,L=25.00,R=25.00"
12.335,314,0,0,,,,,,,,,12.256,0.079,MOVING,FORWARD,ACK:FORWARD,0.410,0.000,0.000,25.000,25.000,"TEL:H=0.41,E=0.00,C=0.00,L=25.00,R=25.00"
12.367,315,0,0,,,,,,,,,12.256,0.111,MOVING,FORWARD,ACK:FORWARD,0.410,0.000,0.000,25.000,25.000,"TEL:H=0.41,E=0.00,C=0.00,L=25.00,R=25.00"
12.403,316,0,0,,,,,,,,,12.256,0.147,MOVING,FORWARD,ACK:FORWARD,0.410,0.000,0.000,25.000,25.000,"TEL:H=0.41,E=0.00,C=0.00,L=25.00,R=25.00"
12.436,317,0,0,,,,,,,,,12.256,0.179,MOVING,FORWARD,ACK:FORWARD,0.410,0.000,0.000,25.000,25.000,"TEL:H=0.41,E=0.00,C=0.00,L=25.00,R=25.00"
12.471,318,0,0,,,,,,,,,12.457,0.014,MOVING,FORWARD,ACK:FORWARD,0.360,0.000,0.000,25.000,25.000,"TEL:H=0.36,E=0.00,C=0.00,L=25.00,R=25.00"
12.505,319,0,0,,,,,,,,,12.457,0.047,MOVING,FORWARD,ACK:FORWARD,0.360,0.000,0.000,25.000,25.000,"TEL:H=0.36,E=0.00,C=0.00,L=25.00,R=25.00"
12.535,320,0,0,,,,,,,,,12.457,0.078,MOVING,FORWARD,ACK:FORWARD,0.360,0.000,0.000,25.000,25.000,"TEL:H=0.36,E=0.00,C=0.00,L=25.00,R=25.00"
12.571,321,0,0,,,,,,,,,12.457,0.114,MOVING,FORWARD,ACK:FORWARD,0.360,0.000,0.000,25.000,25.000,"TEL:H=0.36,E=0.00,C=0.00,L=25.00,R=25.00"
12.604,322,0,0,,,,,,,,,12.457,0.147,MOVING,FORWARD,ACK:FORWARD,0.360,0.000,0.000,25.000,25.000,"TEL:H=0.36,E=0.00,C=0.00,L=25.00,R=25.00"
12.639,323,0,0,,,,,,,,,12.457,0.182,MOVING,FORWARD,ACK:FORWARD,0.360,0.000,0.000,25.000,25.000,"TEL:H=0.36,E=0.00,C=0.00,L=25.00,R=25.00"
12.671,324,0,0,,,,,,,,,12.659,0.012,MOVING,FORWARD,ACK:FORWARD,0.410,0.000,0.000,25.000,25.000,"TEL:H=0.41,E=0.00,C=0.00,L=25.00,R=25.00"
12.703,325,0,0,,,,,,,,,12.659,0.044,MOVING,FORWARD,ACK:FORWARD,0.410,0.000,0.000,25.000,25.000,"TEL:H=0.41,E=0.00,C=0.00,L=25.00,R=25.00"
12.739,326,0,0,,,,,,,,,12.659,0.080,MOVING,FORWARD,ACK:FORWARD,0.410,0.000,0.000,25.000,25.000,"TEL:H=0.41,E=0.00,C=0.00,L=25.00,R=25.00"
12.771,327,0,0,,,,,,,,,12.659,0.112,MOVING,FORWARD,ACK:FORWARD,0.410,0.000,0.000,25.000,25.000,"TEL:H=0.41,E=0.00,C=0.00,L=25.00,R=25.00"
12.807,328,0,0,,,,,,,,,12.659,0.148,MOVING,FORWARD,ACK:FORWARD,0.410,0.000,0.000,25.000,25.000,"TEL:H=0.41,E=0.00,C=0.00,L=25.00,R=25.00"
12.842,329,0,0,,,,,,,,,12.659,0.183,MOVING,FORWARD,ACK:FORWARD,0.410,0.000,0.000,25.000,25.000,"TEL:H=0.41,E=0.00,C=0.00,L=25.00,R=25.00"
12.871,330,0,0,,,,,,,,,12.861,0.011,MOVING,FORWARD,ACK:FORWARD,0.440,0.000,0.000,25.000,25.000,"TEL:H=0.44,E=0.00,C=0.00,L=25.00,R=25.00"
12.907,331,0,0,,,,,,,,,12.861,0.047,MOVING,FORWARD,ACK:FORWARD,0.440,0.000,0.000,25.000,25.000,"TEL:H=0.44,E=0.00,C=0.00,L=25.00,R=25.00"
12.939,332,0,0,,,,,,,,,12.861,0.078,MOVING,FORWARD,ACK:FORWARD,0.440,0.000,0.000,25.000,25.000,"TEL:H=0.44,E=0.00,C=0.00,L=25.00,R=25.00"
12.977,333,0,0,,,,,,,,,12.861,0.116,MOVING,FORWARD,ACK:FORWARD,0.440,0.000,0.000,25.000,25.000,"TEL:H=0.44,E=0.00,C=0.00,L=25.00,R=25.00"
13.007,334,0,0,,,,,,,,,12.861,0.146,MOVING,FORWARD,ACK:FORWARD,0.440,0.000,0.000,25.000,25.000,"TEL:H=0.44,E=0.00,C=0.00,L=25.00,R=25.00"
13.039,335,0,0,,,,,,,,,12.861,0.179,MOVING,FORWARD,ACK:FORWARD,0.440,0.000,0.000,25.000,25.000,"TEL:H=0.44,E=0.00,C=0.00,L=25.00,R=25.00"
13.076,336,0,0,,,,,,,,,13.062,0.013,MOVING,FORWARD,ACK:FORWARD,0.460,0.000,0.000,25.000,25.000,"TEL:H=0.46,E=0.00,C=0.00,L=25.00,R=25.00"
13.108,337,0,0,,,,,,,,,13.062,0.045,MOVING,FORWARD,ACK:FORWARD,0.460,0.000,0.000,25.000,25.000,"TEL:H=0.46,E=0.00,C=0.00,L=25.00,R=25.00"
13.142,338,0,0,,,,,,,,,13.062,0.080,MOVING,FORWARD,ACK:FORWARD,0.460,0.000,0.000,25.000,25.000,"TEL:H=0.46,E=0.00,C=0.00,L=25.00,R=25.00"
13.175,339,0,0,,,,,,,,,13.062,0.113,MOVING,FORWARD,ACK:FORWARD,0.460,0.000,0.000,25.000,25.000,"TEL:H=0.46,E=0.00,C=0.00,L=25.00,R=25.00"
13.207,340,0,0,,,,,,,,,13.062,0.145,MOVING,FORWARD,ACK:FORWARD,0.460,0.000,0.000,25.000,25.000,"TEL:H=0.46,E=0.00,C=0.00,L=25.00,R=25.00"
13.243,341,0,0,,,,,,,,,13.062,0.181,MOVING,FORWARD,ACK:FORWARD,0.460,0.000,0.000,25.000,25.000,"TEL:H=0.46,E=0.00,C=0.00,L=25.00,R=25.00"
13.276,342,0,0,,,,,,,,,13.263,0.012,MOVING,FORWARD,ACK:FORWARD,0.480,0.520,-0.520,25.520,24.480,"TEL:H=0.48,E=0.52,C=-0.52,L=25.52,R=24.48"
13.307,343,0,0,,,,,,,,,13.263,0.044,MOVING,FORWARD,ACK:FORWARD,0.480,0.520,-0.520,25.520,24.480,"TEL:H=0.48,E=0.52,C=-0.52,L=25.52,R=24.48"
13.343,344,0,0,,,,,,,,,13.263,0.080,MOVING,FORWARD,ACK:FORWARD,0.480,0.520,-0.520,25.520,24.480,"TEL:H=0.48,E=0.52,C=-0.52,L=25.52,R=24.48"
13.375,345,0,0,,,,,,,,,13.263,0.112,MOVING,FORWARD,ACK:FORWARD,0.480,0.520,-0.520,25.520,24.480,"TEL:H=0.48,E=0.52,C=-0.52,L=25.52,R=24.48"
13.411,346,0,0,,,,,,,,,13.263,0.148,MOVING,FORWARD,ACK:FORWARD,0.480,0.520,-0.520,25.520,24.480,"TEL:H=0.48,E=0.52,C=-0.52,L=25.52,R=24.48"
13.443,347,0,0,,,,,,,,,13.263,0.180,MOVING,FORWARD,ACK:FORWARD,0.480,0.520,-0.520,25.520,24.480,"TEL:H=0.48,E=0.52,C=-0.52,L=25.52,R=24.48"
13.475,348,0,0,,,,,,,,,13.465,0.010,MOVING,FORWARD,ACK:FORWARD,0.340,0.000,0.000,25.000,25.000,"TEL:H=0.34,E=0.00,C=0.00,L=25.00,R=25.00"
13.514,349,0,0,,,,,,,,,13.465,0.049,MOVING,FORWARD,ACK:FORWARD,0.340,0.000,0.000,25.000,25.000,"TEL:H=0.34,E=0.00,C=0.00,L=25.00,R=25.00"
13.543,350,0,0,,,,,,,,,13.465,0.078,MOVING,FORWARD,ACK:FORWARD,0.340,0.000,0.000,25.000,25.000,"TEL:H=0.34,E=0.00,C=0.00,L=25.00,R=25.00"
13.580,351,0,0,,,,,,,,,13.465,0.114,MOVING,FORWARD,ACK:FORWARD,0.340,0.000,0.000,25.000,25.000,"TEL:H=0.34,E=0.00,C=0.00,L=25.00,R=25.00"
13.611,352,0,0,,,,,,,,,13.465,0.146,MOVING,FORWARD,ACK:FORWARD,0.340,0.000,0.000,25.000,25.000,"TEL:H=0.34,E=0.00,C=0.00,L=25.00,R=25.00"
13.643,353,0,0,,,,,,,,,13.465,0.178,MOVING,FORWARD,ACK:FORWARD,0.340,0.000,0.000,25.000,25.000,"TEL:H=0.34,E=0.00,C=0.00,L=25.00,R=25.00"
13.679,354,0,0,,,,,,,,,13.667,0.013,MOVING,FORWARD,ACK:FORWARD,0.360,0.000,0.000,25.000,25.000,"TEL:H=0.36,E=0.00,C=0.00,L=25.00,R=25.00"
13.711,355,0,0,,,,,,,,,13.667,0.045,MOVING,FORWARD,ACK:FORWARD,0.360,0.000,0.000,25.000,25.000,"TEL:H=0.36,E=0.00,C=0.00,L=25.00,R=25.00"
13.747,356,0,0,,,,,,,,,13.667,0.081,MOVING,FORWARD,ACK:FORWARD,0.360,0.000,0.000,25.000,25.000,"TEL:H=0.36,E=0.00,C=0.00,L=25.00,R=25.00"
13.780,357,0,0,,,,,,,,,13.667,0.113,MOVING,FORWARD,ACK:FORWARD,0.360,0.000,0.000,25.000,25.000,"TEL:H=0.36,E=0.00,C=0.00,L=25.00,R=25.00"
13.812,358,0,0,,,,,,,,,13.667,0.145,MOVING,FORWARD,ACK:FORWARD,0.360,0.000,0.000,25.000,25.000,"TEL:H=0.36,E=0.00,C=0.00,L=25.00,R=25.00"
13.847,359,0,0,,,,,,,,,13.667,0.181,MOVING,FORWARD,ACK:FORWARD,0.360,0.000,0.000,25.000,25.000,"TEL:H=0.36,E=0.00,C=0.00,L=25.00,R=25.00"
13.879,360,0,0,,,,,,,,,13.868,0.012,MOVING,FORWARD,ACK:FORWARD,0.320,0.000,0.000,25.000,25.000,"TEL:H=0.32,E=0.00,C=0.00,L=25.00,R=25.00"
13.912,361,0,0,,,,,,,,,13.868,0.044,MOVING,FORWARD,ACK:FORWARD,0.320,0.000,0.000,25.000,25.000,"TEL:H=0.32,E=0.00,C=0.00,L=25.00,R=25.00"
13.947,362,0,0,,,,,,,,,13.868,0.080,MOVING,FORWARD,ACK:FORWARD,0.320,0.000,0.000,25.000,25.000,"TEL:H=0.32,E=0.00,C=0.00,L=25.00,R=25.00"
13.979,363,0,0,,,,,,,,,13.868,0.112,MOVING,FORWARD,ACK:FORWARD,0.320,0.000,0.000,25.000,25.000,"TEL:H=0.32,E=0.00,C=0.00,L=25.00,R=25.00"
14.015,364,0,0,,,,,,,,,13.868,0.147,MOVING,FORWARD,ACK:FORWARD,0.320,0.000,0.000,25.000,25.000,"TEL:H=0.32,E=0.00,C=0.00,L=25.00,R=25.00"
14.047,365,0,0,,,,,,,,,13.868,0.180,MOVING,FORWARD,ACK:FORWARD,0.320,0.000,0.000,25.000,25.000,"TEL:H=0.32,E=0.00,C=0.00,L=25.00,R=25.00"
14.079,366,0,0,,,,,,,,,14.070,0.009,MOVING,FORWARD,ACK:FORWARD,0.380,0.000,0.000,25.000,25.000,"TEL:H=0.38,E=0.00,C=0.00,L=25.00,R=25.00"
14.115,367,0,0,,,,,,,,,14.070,0.045,MOVING,FORWARD,ACK:FORWARD,0.380,0.000,0.000,25.000,25.000,"TEL:H=0.38,E=0.00,C=0.00,L=25.00,R=25.00"
14.147,368,0,0,,,,,,,,,14.070,0.077,MOVING,FORWARD,ACK:FORWARD,0.380,0.000,0.000,25.000,25.000,"TEL:H=0.38,E=0.00,C=0.00,L=25.00,R=25.00"
14.183,369,0,0,,,,,,,,,14.070,0.113,MOVING,FORWARD,ACK:FORWARD,0.380,0.000,0.000,25.000,25.000,"TEL:H=0.38,E=0.00,C=0.00,L=25.00,R=25.00"
14.218,370,0,0,,,,,,,,,14.070,0.147,MOVING,FORWARD,ACK:FORWARD,0.380,0.000,0.000,25.000,25.000,"TEL:H=0.38,E=0.00,C=0.00,L=25.00,R=25.00"
14.247,371,0,0,,,,,,,,,14.070,0.177,MOVING,FORWARD,ACK:FORWARD,0.380,0.000,0.000,25.000,25.000,"TEL:H=0.38,E=0.00,C=0.00,L=25.00,R=25.00"
14.283,372,0,0,,,,,,,,,14.271,0.012,MOVING,FORWARD,ACK:FORWARD,0.310,0.000,0.000,25.000,25.000,"TEL:H=0.31,E=0.00,C=0.00,L=25.00,R=25.00"
14.315,373,0,0,,,,,,,,,14.271,0.044,MOVING,FORWARD,ACK:FORWARD,0.310,0.000,0.000,25.000,25.000,"TEL:H=0.31,E=0.00,C=0.00,L=25.00,R=25.00"
14.351,374,0,0,,,,,,,,,14.271,0.080,MOVING,FORWARD,ACK:FORWARD,0.310,0.000,0.000,25.000,25.000,"TEL:H=0.31,E=0.00,C=0.00,L=25.00,R=25.00"
14.383,375,0,0,,,,,,,,,14.271,0.112,MOVING,FORWARD,ACK:FORWARD,0.310,0.000,0.000,25.000,25.000,"TEL:H=0.31,E=0.00,C=0.00,L=25.00,R=25.00"
14.415,376,0,0,,,,,,,,,14.271,0.144,MOVING,FORWARD,ACK:FORWARD,0.310,0.000,0.000,25.000,25.000,"TEL:H=0.31,E=0.00,C=0.00,L=25.00,R=25.00"
14.451,377,0,0,,,,,,,,,14.271,0.180,MOVING,FORWARD,ACK:FORWARD,0.310,0.000,0.000,25.000,25.000,"TEL:H=0.31,E=0.00,C=0.00,L=25.00,R=25.00"
