time_s,frame_index,tag_detected,tag_count,tag_id,lateral_offset_cm,lateral_offset_px,lateral_offset_norm,yaw_error_deg,center_x_px,center_y_px,tag_width_px,mega_time_s,mega_age_s,motion_state,last_command,mega_event,mega_heading_error_deg,mega_control_error_deg,mega_correction_rpm,mega_left_rpm,mega_right_rpm,mega_last_line
14.484,378,0,0,,,,,,,,,14.473,0.011,MOVING,FORWARD,ACK:FORWARD,0.440,0.000,0.000,25.000,25.000,"TEL:H=0.44,E=0.00,C=0.00,L=25.00,R=25.00"
14.519,379,0,0,,,,,,,,,14.473,0.047,MOVING,FORWARD,ACK:FORWARD,0.440,0.000,0.000,25.000,25.000,"TEL:H=0.44,E=0.00,C=0.00,L=25.00,R=25.00"
14.551,380,0,0,,,,,,,,,14.473,0.079,MOVING,FORWARD,ACK:FORWARD,0.440,0.000,0.000,25.000,25.000,"TEL:H=0.44,E=0.00,C=0.00,L=25.00,R=25.00"
14.584,381,0,0,,,,,,,,,14.473,0.111,MOVING,FORWARD,ACK:FORWARD,0.440,0.000,0.000,25.000,25.000,"TEL:H=0.44,E=0.00,C=0.00,L=25.00,R=25.00"
14.619,382,0,0,,,,,,,,,14.473,0.147,MOVING,FORWARD,ACK:FORWARD,0.440,0.000,0.000,25.000,25.000,"TEL:H=0.44,E=0.00,C=0.00,L=25.00,R=25.00"
14.651,383,0,0,,,,,,,,,14.473,0.179,MOVING,FORWARD,ACK:FORWARD,0.440,0.000,0.000,25.000,25.000,"TEL:H=0.44,E=0.00,C=0.00,L=25.00,R=25.00"
14.687,384,0,0,,,,,,,,,14.675,0.013,MOVING,FORWARD,ACK:FORWARD,0.480,0.000,0.000,25.000,25.000,"TEL:H=0.48,E=0.00,C=0.00,L=25.00,R=25.00"
14.719,385,0,0,,,,,,,,,14.675,0.045,MOVING,FORWARD,ACK:FORWARD,0.480,0.000,0.000,25.000,25.000,"TEL:H=0.48,E=0.00,C=0.00,L=25.00,R=25.00"
14.751,386,0,0,,,,,,,,,14.675,0.077,MOVING,FORWARD,ACK:FORWARD,0.480,0.000,0.000,25.000,25.000,"TEL:H=0.48,E=0.00,C=0.00,L=25.00,R=25.00"
14.787,387,0,0,,,,,,,,,14.675,0.112,MOVING,FORWARD,ACK:FORWARD,0.480,0.000,0.000,25.000,25.000,"TEL:H=0.48,E=0.00,C=0.00,L=25.00,R=25.00"
14.820,388,0,0,,,,,,,,,14.675,0.145,MOVING,FORWARD,ACK:FORWARD,0.480,0.000,0.000,25.000,25.000,"TEL:H=0.48,E=0.00,C=0.00,L=25.00,R=25.00"
14.851,389,0,0,,,,,,,,,14.675,0.176,MOVING,FORWARD,ACK:FORWARD,0.480,0.000,0.000,25.000,25.000,"TEL:H=0.48,E=0.00,C=0.00,L=25.00,R=25.00"
14.888,390,0,0,,,,,,,,,14.876,0.011,MOVING,FORWARD,ACK:FORWARD,0.470,0.000,0.000,25.000,25.000,"TEL:H=0.47,E=0.00,C=0.00,L=25.00,R=25.00"
14.919,391,0,0,,,,,,,,,14.876,0.043,MOVING,FORWARD,ACK:FORWARD,0.470,0.000,0.000,25.000,25.000,"TEL:H=0.47,E=0.00,C=0.00,L=25.00,R=25.00"
14.956,392,0,0,,,,,,,,,14.876,0.079,MOVING,FORWARD,ACK:FORWARD,0.470,0.000,0.000,25.000,25.000,"TEL:H=0.47,E=0.00,C=0.00,L=25.00,R=25.00"
14.988,393,0,0,,,,,,,,,14.876,0.111,MOVING,FORWARD,ACK:FORWARD,0.470,0.000,0.000,25.000,25.000,"TEL:H=0.47,E=0.00,C=0.00,L=25.00,R=25.00"
15.019,394,0,0,,,,,,,,,14.876,0.143,MOVING,FORWARD,ACK:FORWARD,0.470,0.000,0.000,25.000,25.000,"TEL:H=0.47,E=0.00,C=0.00,L=25.00,R=25.00"
15.056,395,0,0,,,,,,,,,14.876,0.179,MOVING,FORWARD,ACK:FORWARD,0.470,0.000,0.000,25.000,25.000,"TEL:H=0.47,E=0.00,C=0.00,L=25.00,R=25.00"
15.088,396,0,0,,,,,,,,,15.080,0.008,MOVING,FORWARD,ACK:FORWARD,0.460,0.000,0.000,25.000,25.000,"TEL:H=0.46,E=0.00,C=0.00,L=25.00,R=25.00"
15.123,397,0,0,,,,,,,,,15.080,0.044,MOVING,FORWARD,ACK:FORWARD,0.460,0.000,0.000,25.000,25.000,"TEL:H=0.46,E=0.00,C=0.00,L=25.00,R=25.00"
15.155,398,0,0,,,,,,,,,15.080,0.076,MOVING,FORWARD,ACK:FORWARD,0.460,0.000,0.000,25.000,25.000,"TEL:H=0.46,E=0.00,C=0.00,L=25.00,R=25.00"
15.188,399,0,0,,,,,,,,,15.080,0.108,MOVING,FORWARD,ACK:FORWARD,0.460,0.000,0.000,25.000,25.000,"TEL:H=0.46,E=0.00,C=0.00,L=25.00,R=25.00"
15.223,400,0,0,,,,,,,,,15.080,0.144,MOVING,FORWARD,ACK:FORWARD,0.460,0.000,0.000,25.000,25.000,"TEL:H=0.46,E=0.00,C=0.00,L=25.00,R=25.00"
15.255,401,0,0,,,,,,,,,15.080,0.176,MOVING,FORWARD,ACK:FORWARD,0.460,0.000,0.000,25.000,25.000,"TEL:H=0.46,E=0.00,C=0.00,L=25.00,R=25.00"
15.291,402,0,0,,,,,,,,,15.280,0.012,MOVING,FORWARD,ACK:FORWARD,0.430,0.000,0.000,25.000,25.000,"TEL:H=0.43,E=0.00,C=0.00,L=25.00,R=25.00"
15.323,403,0,0,,,,,,,,,15.280,0.044,MOVING,FORWARD,ACK:FORWARD,0.430,0.000,0.000,25.000,25.000,"TEL:H=0.43,E=0.00,C=0.00,L=25.00,R=25.00"
15.355,404,0,0,,,,,,,,,15.280,0.076,MOVING,FORWARD,ACK:FORWARD,0.430,0.000,0.000,25.000,25.000,"TEL:H=0.43,E=0.00,C=0.00,L=25.00,R=25.00"
15.391,405,0,0,,,,,,,,,15.280,0.112,MOVING,FORWARD,ACK:FORWARD,0.430,0.000,0.000,25.000,25.000,"TEL:H=0.43,E=0.00,C=0.00,L=25.00,R=25.00"
15.424,406,0,0,,,,,,,,,15.280,0.144,MOVING,FORWARD,ACK:FORWARD,0.430,0.000,0.000,25.000,25.000,"TEL:H=0.43,E=0.00,C=0.00,L=25.00,R=25.00"
15.459,407,0,0,,,,,,,,,15.280,0.180,MOVING,FORWARD,ACK:FORWARD,0.430,0.000,0.000,25.000,25.000,"TEL:H=0.43,E=0.00,C=0.00,L=25.00,R=25.00"
15.492,408,0,0,,,,,,,,,15.481,0.011,MOVING,FORWARD,ACK:FORWARD,0.450,0.000,0.000,25.000,25.000,"TEL:H=0.45,E=0.00,C=0.00,L=25.00,R=25.00"
15.523,409,0,0,,,,,,,,,15.481,0.043,MOVING,FORWARD,ACK:FORWARD,0.450,0.000,0.000,25.000,25.000,"TEL:H=0.45,E=0.00,C=0.00,L=25.00,R=25.00"
15.560,410,0,0,,,,,,,,,15.481,0.079,MOVING,FORWARD,ACK:FORWARD,0.450,0.000,0.000,25.000,25.000,"TEL:H=0.45,E=0.00,C=0.00,L=25.00,R=25.00"
15.592,411,0,0,,,,,,,,,15.481,0.111,MOVING,FORWARD,ACK:FORWARD,0.450,0.000,0.000,25.000,25.000,"TEL:H=0.45,E=0.00,C=0.00,L=25.00,R=25.00"
15.624,412,0,0,,,,,,,,,15.481,0.143,MOVING,FORWARD,ACK:FORWARD,0.450,0.000,0.000,25.000,25.000,"TEL:H=0.45,E=0.00,C=0.00,L=25.00,R=25.00"
15.660,413,0,0,,,,,,,,,15.481,0.179,MOVING,FORWARD,ACK:FORWARD,0.450,0.000,0.000,25.000,25.000,"TEL:H=0.45,E=0.00,C=0.00,L=25.00,R=25.00"
15.692,414,0,0,,,,,,,,,15.682,0.009,MOVING,FORWARD,ACK:FORWARD,0.450,0.000,0.000,25.000,25.000,"TEL:H=0.45,E=0.00,C=0.00,L=25.00,R=25.00"
15.728,415,0,0,,,,,,,,,15.682,0.045,MOVING,FORWARD,ACK:FORWARD,0.450,0.000,0.000,25.000,25.000,"TEL:H=0.45,E=0.00,C=0.00,L=25.00,R=25.00"
15.760,416,0,0,,,,,,,,,15.682,0.077,MOVING,FORWARD,ACK:FORWARD,0.450,0.000,0.000,25.000,25.000,"TEL:H=0.45,E=0.00,C=0.00,L=25.00,R=25.00"
15.792,417,0,0,,,,,,,,,15.682,0.109,MOVING,FORWARD,ACK:FORWARD,0.450,0.000,0.000,25.000,25.000,"TEL:H=0.45,E=0.00,C=0.00,L=25.00,R=25.00"
15.828,418,0,0,,,,,,,,,15.682,0.145,MOVING,FORWARD,ACK:FORWARD,0.450,0.000,0.000,25.000,25.000,"TEL:H=0.45,E=0.00,C=0.00,L=25.00,R=25.00"
15.859,419,0,0,,,,,,,,,15.682,0.177,MOVING,FORWARD,ACK:FORWARD,0.450,0.000,0.000,25.000,25.000,"TEL:H=0.45,E=0.00,C=0.00,L=25.00,R=25.00"
15.895,420,0,0,,,,,,,,,15.884,0.012,MOVING,FORWARD,ACK:FORWARD,0.490,0.000,0.000,25.000,25.000,"TEL:H=0.49,E=0.00,C=0.00,L=25.00,R=25.00"
15.928,421,0,0,,,,,,,,,15.884,0.044,MOVING,FORWARD,ACK:FORWARD,0.490,0.000,0.000,25.000,25.000,"TEL:H=0.49,E=0.00,C=0.00,L=25.00,R=25.00"
15.961,422,0,0,,,,,,,,,15.884,0.077,MOVING,FORWARD,ACK:FORWARD,0.490,0.000,0.000,25.000,25.000,"TEL:H=0.49,E=0.00,C=0.00,L=25.00,R=25.00"
15.995,423,0,0,,,,,,,,,15.884,0.112,MOVING,FORWARD,ACK:FORWARD,0.490,0.000,0.000,25.000,25.000,"TEL:H=0.49,E=0.00,C=0.00,L=25.00,R=25.00"
16.028,424,0,0,,,,,,,,,15.884,0.144,MOVING,FORWARD,ACK:FORWARD,0.490,0.000,0.000,25.000,25.000,"TEL:H=0.49,E=0.00,C=0.00,L=25.00,R=25.00"
16.063,425,0,0,,,,,,,,,15.884,0.180,MOVING,FORWARD,ACK:FORWARD,0.490,0.000,0.000,25.000,25.000,"TEL:H=0.49,E=0.00,C=0.00,L=25.00,R=25.00"
16.095,426,0,0,,,,,,,,,16.086,0.010,MOVING,FORWARD,ACK:FORWARD,0.280,0.000,0.000,25.000,25.000,"TEL:H=0.28,E=0.00,C=0.00,L=25.00,R=25.00"
16.128,427,0,0,,,,,,,,,16.086,0.043,MOVING,FORWARD,ACK:FORWARD,0.280,0.000,0.000,25.000,25.000,"TEL:H=0.28,E=0.00,C=0.00,L=25.00,R=25.00"
16.163,428,0,0,,,,,,,,,16.086,0.078,MOVING,FORWARD,ACK:FORWARD,0.280,0.000,0.000,25.000,25.000,"TEL:H=0.28,E=0.00,C=0.00,L=25.00,R=25.00"
16.195,429,0,0,,,,,,,,,16.086,0.110,MOVING,FORWARD,ACK:FORWARD,0.280,0.000,0.000,25.000,25.000,"TEL:H=0.28,E=0.00,C=0.00,L=25.00,R=25.00"
16.231,430,0,0,,,,,,,,,16.086,0.146,MOVING,FORWARD,ACK:FORWARD,0.280,0.000,0.000,25.000,25.000,"TEL:H=0.28,E=0.00,C=0.00,L=25.00,R=25.00"
16.266,431,0,0,,,,,,,,,16.086,0.180,MOVING,FORWARD,ACK:FORWARD,0.280,0.000,0.000,25.000,25.000,"TEL:H=0.28,E=0.00,C=0.00,L=25.00,R=25.00"
16.296,432,0,0,,,,,,,,,16.288,0.009,MOVING,FORWARD,ACK:FORWARD,0.380,0.000,0.000,25.000,25.000,"TEL:H=0.38,E=0.00,C=0.00,L=25.00,R=25.00"
16.332,433,0,0,,,,,,,,,16.288,0.044,MOVING,FORWARD,ACK:FORWARD,0.380,0.000,0.000,25.000,25.000,"TEL:H=0.38,E=0.00,C=0.00,L=25.00,R=25.00"
16.363,434,0,0,,,,,,,,,16.288,0.076,MOVING,FORWARD,ACK:FORWARD,0.380,0.000,0.000,25.000,25.000,"TEL:H=0.38,E=0.00,C=0.00,L=25.00,R=25.00"
16.400,435,0,0,,,,,,,,,16.288,0.112,MOVING,FORWARD,ACK:FORWARD,0.380,0.000,0.000,25.000,25.000,"TEL:H=0.38,E=0.00,C=0.00,L=25.00,R=25.00"
16.431,436,0,0,,,,,,,,,16.288,0.144,MOVING,FORWARD,ACK:FORWARD,0.380,0.000,0.000,25.000,25.000,"TEL:H=0.38,E=0.00,C=0.00,L=25.00,R=25.00"
16.464,437,0,0,,,,,,,,,16.288,0.176,MOVING,FORWARD,ACK:FORWARD,0.380,0.000,0.000,25.000,25.000,"TEL:H=0.38,E=0.00,C=0.00,L=25.00,R=25.00"
16.500,438,0,0,,,,,,,,,16.489,0.012,MOVING,FORWARD,ACK:FORWARD,0.440,0.000,0.000,25.000,25.000,"TEL:H=0.44,E=0.00,C=0.00,L=25.00,R=25.00"
16.532,439,0,0,,,,,,,,,16.489,0.043,MOVING,FORWARD,ACK:FORWARD,0.440,0.000,0.000,25.000,25.000,"TEL:H=0.44,E=0.00,C=0.00,L=25.00,R=25.00"
16.564,440,0,0,,,,,,,,,16.489,0.075,MOVING,FORWARD,ACK:FORWARD,0.440,0.000,0.000,25.000,25.000,"TEL:H=0.44,E=0.00,C=0.00,L=25.00,R=25.00"
16.600,441,0,0,,,,,,,,,16.489,0.111,MOVING,FORWARD,ACK:FORWARD,0.440,0.000,0.000,25.000,25.000,"TEL:H=0.44,E=0.00,C=0.00,L=25.00,R=25.00"
16.631,442,0,0,,,,,,,,,16.489,0.143,MOVING,FORWARD,ACK:FORWARD,0.440,0.000,0.000,25.000,25.000,"TEL:H=0.44,E=0.00,C=0.00,L=25.00,R=25.00"
16.668,443,0,0,,,,,,,,,16.489,0.179,MOVING,FORWARD,ACK:FORWARD,0.440,0.000,0.000,25.000,25.000,"TEL:H=0.44,E=0.00,C=0.00,L=25.00,R=25.00"
16.700,444,0,0,,,,,,,,,16.691,0.009,MOVING,FORWARD,ACK:FORWARD,0.380,0.000,0.000,25.000,25.000,"TEL:H=0.38,E=0.00,C=0.00,L=25.00,R=25.00"
16.732,445,0,0,,,,,,,,,16.691,0.041,MOVING,FORWARD,ACK:FORWARD,0.380,0.000,0.000,25.000,25.000,"TEL:H=0.38,E=0.00,C=0.00,L=25.00,R=25.00"
16.768,446,0,0,,,,,,,,,16.691,0.077,MOVING,FORWARD,ACK:FORWARD,0.380,0.000,0.000,25.000,25.000,"TEL:H=0.38,E=0.00,C=0.00,L=25.00,R=25.00"
16.800,447,0,0,,,,,,,,,16.691,0.109,MOVING,FORWARD,ACK:FORWARD,0.380,0.000,0.000,25.000,25.000,"TEL:H=0.38,E=0.00,C=0.00,L=25.00,R=25.00"
16.836,448,0,0,,,,,,,,,16.691,0.144,MOVING,FORWARD,ACK:FORWARD,0.380,0.000,0.000,25.000,25.000,"TEL:H=0.38,E=0.00,C=0.00,L=25.00,R=25.00"
16.868,449,0,0,,,,,,,,,16.691,0.177,MOVING,FORWARD,ACK:FORWARD,0.380,0.000,0.000,25.000,25.000,"TEL:H=0.38,E=0.00,C=0.00,L=25.00,R=25.00"
16.901,450,0,0,,,,,,,,,16.892,0.009,MOVING,FORWARD,ACK:FORWARD,0.480,0.000,0.000,25.000,25.000,"TEL:H=0.48,E=0.00,C=0.00,L=25.00,R=25.00"
16.935,451,0,0,,,,,,,,,16.892,0.044,MOVING,FORWARD,ACK:FORWARD,0.480,0.000,0.000,25.000,25.000,"TEL:H=0.48,E=0.00,C=0.00,L=25.00,R=25.00"
16.970,452,0,0,,,,,,,,,16.892,0.078,MOVING,FORWARD,ACK:FORWARD,0.480,0.000,0.000,25.000,25.000,"TEL:H=0.48,E=0.00,C=0.00,L=25.00,R=25.00"
17.003,453,0,0,,,,,,,,,16.892,0.112,MOVING,FORWARD,ACK:FORWARD,0.480,0.000,0.000,25.000,25.000,"TEL:H=0.48,E=0.00,C=0.00,L=25.00,R=25.00"
17.035,454,0,0,,,,,,,,,16.892,0.144,MOVING,FORWARD,ACK:FORWARD,0.480,0.000,0.000,25.000,25.000,"TEL:H=0.48,E=0.00,C=0.00,L=25.00,R=25.00"
17.068,455,0,0,,,,,,,,,16.892,0.176,MOVING,FORWARD,ACK:FORWARD,0.480,0.000,0.000,25.000,25.000,"TEL:H=0.48,E=0.00,C=0.00,L=25.00,R=25.00"
17.104,456,0,0,,,,,,,,,17.093,0.011,MOVING,FORWARD,ACK:FORWARD,0.420,0.000,0.000,25.000,25.000,"TEL:H=0.42,E=0.00,C=0.00,L=25.00,R=25.00"
17.136,457,0,0,,,,,,,,,17.093,0.043,MOVING,FORWARD,ACK:FORWARD,0.420,0.000,0.000,25.000,25.000,"TEL:H=0.42,E=0.00,C=0.00,L=25.00,R=25.00"
17.171,458,0,0,,,,,,,,,17.093,0.079,MOVING,FORWARD,ACK:FORWARD,0.420,0.000,0.000,25.000,25.000,"TEL:H=0.42,E=0.00,C=0.00,L=25.00,R=25.00"
17.203,459,0,0,,,,,,,,,17.093,0.111,MOVING,FORWARD,ACK:FORWARD,0.420,0.000,0.000,25.000,25.000,"TEL:H=0.42,E=0.00,C=0.00,L=25.00,R=25.00"
17.238,460,0,0,,,,,,,,,17.093,0.145,MOVING,FORWARD,ACK:FORWARD,0.420,0.000,0.000,25.000,25.000,"TEL:H=0.42,E=0.00,C=0.00,L=25.00,R=25.00"
17.272,461,0,0,,,,,,,,,17.093,0.179,MOVING,FORWARD,ACK:FORWARD,0.420,0.000,0.000,25.000,25.000,"TEL:H=0.42,E=0.00,C=0.00,L=25.00,R=25.00"
17.304,462,0,0,,,,,,,,,17.295,0.009,MOVING,FORWARD,ACK:FORWARD,0.390,0.000,0.000,25.000,25.000,"TEL:H=0.39,E=0.00,C=0.00,L=25.00,R=25.00"
17.338,463,0,0,,,,,,,,,17.295,0.043,MOVING,FORWARD,ACK:FORWARD,0.390,0.000,0.000,25.000,25.000,"TEL:H=0.39,E=0.00,C=0.00,L=25.00,R=25.00"
17.371,464,0,0,,,,,,,,,17.295,0.076,MOVING,FORWARD,ACK:FORWARD,0.390,0.000,0.000,25.000,25.000,"TEL:H=0.39,E=0.00,C=0.00,L=25.00,R=25.00"
17.404,465,0,0,,,,,,,,,17.295,0.109,MOVING,FORWARD,ACK:FORWARD,0.390,0.000,0.000,25.000,25.000,"TEL:H=0.39,E=0.00,C=0.00,L=25.00,R=25.00"
17.440,466,0,0,,,,,,,,,17.295,0.145,MOVING,FORWARD,ACK:FORWARD,0.390,0.000,0.000,25.000,25.000,"TEL:H=0.39,E=0.00,C=0.00,L=25.00,R=25.00"
17.472,467,0,0,,,,,,,,,17.295,0.177,MOVING,FORWARD,ACK:FORWARD,0.390,0.000,0.000,25.000,25.000,"TEL:H=0.39,E=0.00,C=0.00,L=25.00,R=25.00"
17.506,468,0,0,,,,,,,,,17.497,0.009,MOVING,FORWARD,ACK:FORWARD,0.460,0.000,0.000,25.000,25.000,"TEL:H=0.46,E=0.00,C=0.00,L=25.00,R=25.00"
17.540,469,0,0,,,,,,,,,17.497,0.043,MOVING,FORWARD,ACK:FORWARD,0.460,0.000,0.000,25.000,25.000,"TEL:H=0.46,E=0.00,C=0.00,L=25.00,R=25.00"
17.574,470,0,0,,,,,,,,,17.497,0.077,MOVING,FORWARD,ACK:FORWARD,0.460,0.000,0.000,25.000,25.000,"TEL:H=0.46,E=0.00,C=0.00,L=25.00,R=25.00"
17.608,471,0,0,,,,,,,,,17.497,0.111,MOVING,FORWARD,ACK:FORWARD,0.460,0.000,0.000,25.000,25.000,"TEL:H=0.46,E=0.00,C=0.00,L=25.00,R=25.00"
17.639,472,0,0,,,,,,,,,17.497,0.143,MOVING,FORWARD,ACK:FORWARD,0.460,0.000,0.000,25.000,25.000,"TEL:H=0.46,E=0.00,C=0.00,L=25.00,R=25.00"
17.672,473,0,0,,,,,,,,,17.497,0.175,MOVING,FORWARD,ACK:FORWARD,0.460,0.000,0.000,25.000,25.000,"TEL:H=0.46,E=0.00,C=0.00,L=25.00,R=25.00"
17.708,474,0,0,,,,,,,,,17.698,0.010,MOVING,FORWARD,ACK:FORWARD,0.480,0.000,0.000,25.000,25.000,"TEL:H=0.48,E=0.00,C=0.00,L=25.00,R=25.00"
17.740,475,0,0,,,,,,,,,17.698,0.042,MOVING,FORWARD,ACK:FORWARD,0.480,0.000,0.000,25.000,25.000,"TEL:H=0.48,E=0.00,C=0.00,L=25.00,R=25.00"
17.776,476,0,0,,,,,,,,,17.698,0.078,MOVING,FORWARD,ACK:FORWARD,0.480,0.000,0.000,25.000,25.000,"TEL:H=0.48,E=0.00,C=0.00,L=25.00,R=25.00"
17.808,477,0,0,,,,,,,,,17.698,0.110,MOVING,FORWARD,ACK:FORWARD,0.480,0.000,0.000,25.000,25.000,"TEL:H=0.48,E=0.00,C=0.00,L=25.00,R=25.00"
17.840,478,0,0,,,,,,,,,17.698,0.142,MOVING,FORWARD,ACK:FORWARD,0.480,0.000,0.000,25.000,25.000,"TEL:H=0.48,E=0.00,C=0.00,L=25.00,R=25.00"
17.876,479,0,0,,,,,,,,,17.698,0.178,MOVING,FORWARD,ACK:FORWARD,0.480,0.000,0.000,25.000,25.000,"TEL:H=0.48,E=0.00,C=0.00,L=25.00,R=25.00"
17.908,480,0,0,,,,,,,,,17.900,0.008,MOVING,FORWARD,ACK:FORWARD,0.400,0.000,0.000,25.000,25.000,"TEL:H=0.40,E=0.00,C=0.00,L=25.00,R=25.00"
17.944,481,0,0,,,,,,,,,17.900,0.044,MOVING,FORWARD,ACK:FORWARD,0.400,0.000,0.000,25.000,25.000,"TEL:H=0.40,E=0.00,C=0.00,L=25.00,R=25.00"
17.976,482,0,0,,,,,,,,,17.900,0.076,MOVING,FORWARD,ACK:FORWARD,0.400,0.000,0.000,25.000,25.000,"TEL:H=0.40,E=0.00,C=0.00,L=25.00,R=25.00"
18.008,483,0,0,,,,,,,,,17.900,0.108,MOVING,FORWARD,ACK:FORWARD,0.400,0.000,0.000,25.000,25.000,"TEL:H=0.40,E=0.00,C=0.00,L=25.00,R=25.00"
18.044,484,0,0,,,,,,,,,17.900,0.144,MOVING,FORWARD,ACK:FORWARD,0.400,0.000,0.000,25.000,25.000,"TEL:H=0.40,E=0.00,C=0.00,L=25.00,R=25.00"
18.075,485,0,0,,,,,,,,,17.900,0.176,MOVING,FORWARD,ACK:FORWARD,0.400,0.000,0.000,25.000,25.000,"TEL:H=0.40,E=0.00,C=0.00,L=25.00,R=25.00"
18.112,486,0,0,,,,,,,,,18.101,0.011,MOVING,FORWARD,ACK:FORWARD,0.420,0.000,0.000,25.000,25.000,"TEL:H=0.42,E=0.00,C=0.00,L=25.00,R=25.00"
18.144,487,0,0,,,,,,,,,18.101,0.043,MOVING,FORWARD,ACK:FORWARD,0.420,0.000,0.000,25.000,25.000,"TEL:H=0.42,E=0.00,C=0.00,L=25.00,R=25.00"
18.176,488,0,0,,,,,,,,,18.101,0.075,MOVING,FORWARD,ACK:FORWARD,0.420,0.000,0.000,25.000,25.000,"TEL:H=0.42,E=0.00,C=0.00,L=25.00,R=25.00"
18.212,489,0,0,,,,,,,,,18.101,0.111,MOVING,FORWARD,ACK:FORWARD,0.420,0.000,0.000,25.000,25.000,"TEL:H=0.42,E=0.00,C=0.00,L=25.00,R=25.00"
18.243,490,0,0,,,,,,,,,18.101,0.142,MOVING,FORWARD,ACK:FORWARD,0.420,0.000,0.000,25.000,25.000,"TEL:H=0.42,E=0.00,C=0.00,L=25.00,R=25.00"
18.276,491,0,0,,,,,,,,,18.101,0.175,MOVING,FORWARD,ACK:FORWARD,0.420,0.000,0.000,25.000,25.000,"TEL:H=0.42,E=0.00,C=0.00,L=25.00,R=25.00"
18.312,492,0,0,,,,,,,,,18.303,0.009,MOVING,FORWARD,ACK:FORWARD,0.470,0.000,0.000,25.000,25.000,"TEL:H=0.47,E=0.00,C=0.00,L=25.00,R=25.00"
18.344,493,0,0,,,,,,,,,18.303,0.041,MOVING,FORWARD,ACK:FORWARD,0.470,0.000,0.000,25.000,25.000,"TEL:H=0.47,E=0.00,C=0.00,L=25.00,R=25.00"
18.380,494,0,0,,,,,,,,,18.303,0.077,MOVING,FORWARD,ACK:FORWARD,0.470,0.000,0.000,25.000,25.000,"TEL:H=0.47,E=0.00,C=0.00,L=25.00,R=25.00"
18.412,495,0,0,,,,,,,,,18.303,0.109,MOVING,FORWARD,ACK:FORWARD,0.470,0.000,0.000,25.000,25.000,"TEL:H=0.47,E=0.00,C=0.00,L=25.00,R=25.00"
18.444,496,0,0,,,,,,,,,18.303,0.141,MOVING,FORWARD,ACK:FORWARD,0.470,0.000,0.000,25.000,25.000,"TEL:H=0.47,E=0.00,C=0.00,L=25.00,R=25.00"
18.480,497,0,0,,,,,,,,,18.303,0.177,MOVING,FORWARD,ACK:FORWARD,0.470,0.000,0.000,25.000,25.000,"TEL:H=0.47,E=0.00,C=0.00,L=25.00,R=25.00"
